,Restaurant Name,Country Code,City,Longitude,Latitude,Major Cuisines,Average Cost for two in rupees,Has Table booking,Has Online delivery,Is delivering now,Price range,Aggregate rating,Rating color,Rating text,Votes,Address
3095,Barbeque Nation,1,New Delhi,77.22067215,28.62996616,North Indian,1600.0,No,No,No,3,4.1,Green,Very Good,3164,"2nd Floor, Munshilal Building, Block N, Outer Circle, Connaught Place, New Delhi"
3096,Bikkgane Biryani,1,New Delhi,77.2161897,28.6316714,Biryani,800.0,No,Yes,No,2,4.1,Green,Very Good,740,"P-2/90, Opposite PVR Rivoli, Connaught Place, New Delhi"
3097,Biryani Blues,1,New Delhi,77.2205314,28.6299831,Biryani,1000.0,No,Yes,No,3,4.0,Green,Very Good,510,"Showroom 9, Scindia House, Connaught Circus, Connaught Place, New Delhi"
3098,Caffe 9,1,New Delhi,77.2162198,28.6324389,North Indian,2000.0,Yes,Yes,No,4,4.2,Green,Very Good,961,"P-15, Connaught Place, New Delhi"
3099,Excuse Me Boss,1,New Delhi,77.2208457,28.6309539,Continental,1800.0,Yes,No,No,3,4.1,Green,Very Good,799,"F-14/15, Middle Circle, Connaught Place, New Delhi"
3100,Fa Yian,1,New Delhi,77.2172977,28.6328105,Chinese,1200.0,Yes,No,No,3,4.0,Green,Very Good,412,"A-25/5, Middle Circle, Connaught Place, New Delhi"
3101,Farzi Cafe,1,New Delhi,77.2214296,28.6323984,Modern Indian,2200.0,No,No,No,4,4.4,Green,Very Good,1942,"38/39, Level 1, Block E , Inner Circle, Connaught Place, New Delhi"
3102,Fuji Japanese Restaurant,1,New Delhi,77.22193044,28.63298369,Japanese,2000.0,Yes,Yes,No,4,4.0,Green,Very Good,312,"M-41/2, Speedbird House, Middle Circle, Connaught Place, New Delhi"
3103,Healthy Routes,1,New Delhi,77.2205314,28.6348214,Healthy Food,800.0,Yes,Yes,No,2,4.0,Green,Very Good,361,"C-24, Middle Circle, Connaught Place, New Delhi"
3104,HotMess,1,New Delhi,77.222238,28.6326547,North Indian,1900.0,Yes,Yes,No,3,4.3,Green,Very Good,1129,"M-11, Middle Circle, Connaught Place, New Delhi"
3105,House of Commons,1,New Delhi,77.2227769,28.6330645,Continental,1400.0,Yes,No,No,3,4.0,Green,Very Good,510,"M-39, 2nd Floor, Outer Circle, Opposite Shankar Market, Connaught Place, New Delhi"
3106,Johnny Rockets,1,New Delhi,77.2197229,28.6304436,Fast Food,1000.0,Yes,No,No,3,4.0,Green,Very Good,608,"N-3, Radial Road 1, Outer Circle, Connaught Place, New Delhi"
3107,Odeon Social,1,New Delhi,77.22090885,28.63424877,Continental,1600.0,Yes,No,No,3,4.1,Green,Very Good,1959,"1st Floor, 23, Odeon Building, Radial 5, D Block, Connaught Place, New Delhi"
3108,Pebble Street,1,New Delhi,77.2204415,28.6302434,Italian,1800.0,Yes,Yes,No,3,4.0,Green,Very Good,817,"61-62, N Block, Outer Circle, Connaught Place, New Delhi"
3109,Piali - The Curry Bistro,1,New Delhi,77.2198577,28.6352499,Asian,1200.0,Yes,Yes,No,3,4.1,Green,Very Good,400,"K 41, Level 1, Opposite PVR Plaza, Connaught Place, New Delhi"
3110,Saravana Bhavan,1,New Delhi,77.2163096,28.6323578,South Indian,500.0,No,Yes,No,2,4.3,Green,Very Good,5172,"P-13, Connaught Circus, Connaught Place, New Delhi"
3111,Smoke On Water,1,New Delhi,77.2215438,28.6336429,Continental,1300.0,Yes,No,No,3,4.1,Green,Very Good,467,"D-26, Connaught Place, New Delhi"
3112,Starbucks,1,New Delhi,77.2177019,28.6321771,Cafe,700.0,No,No,No,2,4.1,Green,Very Good,2417,"Block A, Hamilton House, Connaught Place, New Delhi"
3113,The Darzi Bar & Kitchen,1,New Delhi,77.2191391,28.6355397,North Indian,1500.0,Yes,No,No,3,4.1,Green,Very Good,90,"H-55, 1st Floor, Outer Circle, Connaught Place, New Delhi"
3114,The G.T. Road,1,New Delhi,77.2228913,28.6332275,North Indian,1500.0,Yes,No,No,3,4.3,Green,Very Good,104,"M 39, Outer Circle, Connaught Place, New Delhi"
3115,The Town House Cafe,1,New Delhi,77.22054273,28.62997057,Continental,2100.0,Yes,No,No,4,4.0,Green,Very Good,2252,"Munshilal Building, N Block, Outer Circle, Connaught Place, New Delhi"
3116,United Coffee House,1,New Delhi,77.2212499,28.6324708,North Indian,2200.0,Yes,No,No,4,4.1,Green,Very Good,1838,"E-15, Connaught Place, New Delhi"
3117,Unplugged Courtyard,1,New Delhi,77.22129744,28.63447388,North Indian,1600.0,No,No,No,3,4.0,Green,Very Good,1758,"Near Odeon Cinema, L Block, Connaught Place, New Delhi"
3118,Wenger's Deli,1,New Delhi,77.2182858,28.6336216,Bakery,400.0,No,No,No,1,4.3,Green,Very Good,1457,"A-18, Radial Road, Connaught Place, New Delhi"
3119,Wenger's,1,New Delhi,77.2183326,28.6333676,Bakery,400.0,No,No,No,1,4.3,Green,Very Good,3591,"A-16, Connaught Place, New Delhi"
3120,{Niche} - Cafe & Bar,1,New Delhi,77.2225074,28.6315156,North Indian,1500.0,Yes,No,No,3,4.1,Green,Very Good,492,"2nd & 3rd Floor, M-16, M Block, Outer Circle, Connaught Place, New Delhi"
3121,Chicken Minar,1,New Delhi,77.1250143,28.7181477,North Indian,550.0,No,Yes,No,2,2.6,Orange,Average,77,"10, Crescent Square Mall, DC Chowk, Rohini, New Delhi"
3122,G Lounge,1,New Delhi,77.124976,28.7182809,North Indian,1900.0,Yes,No,No,3,3.2,Orange,Average,113,"2nd Floor, Crescent Mall, DC Chowk, Rohini, New Delhi"
3123,Gyms Kook,1,New Delhi,77.125077,28.7186064,Continental,1000.0,No,Yes,No,3,3.3,Orange,Average,140,"S-22, Crescent Square Mall, DC Chowk, Rohini, New Delhi"
3124,Burger Joint,1,New Delhi,77.1248938,28.7183684,Fast Food,300.0,No,Yes,No,1,3.5,Yellow,Good,164,"14, Crescent Square Mall, DC Chowk, Rohini, New Delhi"
3125,Eleven to Eleven,1,New Delhi,77.3027142,28.65784,North Indian,800.0,No,Yes,No,2,3.1,Orange,Average,106,"3rd Floor, Cross River Mall, Karkardooma, New Delhi"
3126,Le Chef,1,New Delhi,77.3023283,28.6571108,North Indian,800.0,Yes,Yes,No,2,3.3,Orange,Average,134,"2nd Floor, Cross River Mall, Karkardooma, New Delhi"
3127,McDonald's,1,New Delhi,77.3022802,28.657631,Fast Food,500.0,No,Yes,No,2,3.4,Orange,Average,77,"9-B & C, Cross River Mall, Karkardooma, New Delhi"
3128,The Buffet Wagon,1,New Delhi,77.3022817,28.6576462,North Indian,950.0,Yes,Yes,No,2,3.3,Orange,Average,102,"G-10, Ground Floor, Cross River Mall, Karkardooma, New Delhi"
3129,Haldiram's,1,New Delhi,77.3018958,28.6567112,North Indian,600.0,No,No,No,2,3.5,Yellow,Good,217,"G-42-48, Cross River Mall, Karkardooma, New Delhi"
3130,Connexions Bar - Crowne Plaza,1,New Delhi,77.1104921,28.7208561,Finger Food,2500.0,Yes,No,No,4,3.5,Yellow,Good,59,"Crowne Plaza, Twin District Centre, Sector 10, Rohini, New Delhi"
3131,Deli - Crowne Plaza,1,New Delhi,77.1104047,28.7203475,Bakery,1000.0,Yes,No,No,3,3.7,Yellow,Good,60,"Crowne Plaza, Twin District Centre, Sector 10, Rohini, New Delhi"
3132,Lobby Lounge - Crowne Plaza,1,New Delhi,77.2974845,28.5902478,Finger Food,2000.0,Yes,No,No,4,3.2,Orange,Average,12,"Crowne Plaza, 13 B, District Centre, Mayur Vihar Phase 1, New Delhi"
3133,Infinity - Crowne Plaza,1,New Delhi,77.2975743,28.590346,Italian,3000.0,Yes,No,No,4,3.5,Yellow,Good,115,"Crowne Plaza, 13 B, District Centre, Mayur Vihar Phase 1, New Delhi"
3134,Fiery Grills,1,New Delhi,77.1527715,28.6927868,North Indian,1000.0,Yes,No,No,3,3.3,Orange,Average,165,"306, D Mall, Netaji Subhash Place, New Delhi"
3135,McDonald's,1,New Delhi,77.1527796,28.6925129,Fast Food,500.0,No,Yes,No,2,3.4,Orange,Average,41,"D Mall, Netaji Subhash Place, New Delhi"
3136,Cafe Desire,1,New Delhi,77.1526057,28.6926319,North Indian,1000.0,Yes,Yes,No,3,3.5,Yellow,Good,116,"Shop 101, 1st Floor, D Mall, Netaji Subhash Place, New Delhi"
3137,Haldiram's,1,New Delhi,77.1518867,28.691936,North Indian,550.0,No,No,No,2,3.7,Yellow,Good,262,"D Mall, Netaji Subhash Place, New Delhi"
3138,Kake Di Hatti,1,New Delhi,77.1528346,28.6928645,North Indian,400.0,No,No,No,1,3.5,Yellow,Good,364,"21, D Mall, Netaji Subhash Place, New Delhi"
3139,Akash Deep,1,New Delhi,77.2403806,28.6442398,North Indian,600.0,No,No,No,2,2.8,Orange,Average,28,"3627, 1st Floor, Golcha Cinema Corner, Daryaganj, New Delhi"
3140,Al Saad Foods,1,New Delhi,77.2321629,28.6433222,North Indian,400.0,No,No,No,1,3.2,Orange,Average,12,"Shop 13, Rajdhani D.D.A. Market, Near Badi Masjid, Turkman Gate, Daryaganj, New Delhi"
3141,Cafe Coffee Day,1,New Delhi,77.2402908,28.6445896,Cafe,450.0,No,No,No,1,2.8,Orange,Average,22,"3631, Ground Floor, Hameed Manzil, Near Golcha Cinema, Netaji Subhash Marg, Daryaganj, New Delhi"
3142,Chandrika,1,New Delhi,77.2373386,28.6409469,North Indian,400.0,No,No,No,1,2.9,Orange,Average,6,"4/9, Near Bank of India and Delite Cinema, Daryaganj, New Delhi"
3143,Dawat-E-Chaman,1,New Delhi,77.2402908,28.6464711,North Indian,400.0,No,No,No,1,3.4,Orange,Average,45,"5051/3-4, Netaji Subhash Marg, Daryaganj, New Delhi"
3144,Kallu Nihari,1,New Delhi,77.2373206,28.6421251,Mughlai,150.0,No,No,No,1,3.0,Orange,Average,6,"180, Chhatta Lal Mian, Behind Delite Cinema, Daryaganj, New Delhi"
3145,King Bikaneri,1,New Delhi,77.2341388,28.6415395,North Indian,400.0,No,No,No,1,2.9,Orange,Average,6,"3/5, Asaf Ali Road, Daryaganj, New Delhi"
3146,Manchanda Bakery,1,New Delhi,77.2442871,28.6461798,Bakery,200.0,No,No,No,1,3.1,Orange,Average,8,"Shop 7/36, Near Fire Station, Ansari Road, Daryaganj, New Delhi"
3147,McDonald's,1,New Delhi,77.2405333,28.6437229,Fast Food,500.0,No,Yes,No,2,2.8,Orange,Average,23,"E-25, Netaji Subhash Marg, Daryaganj, New Delhi"
3148,Mehta Restaurant,1,New Delhi,77.2403616,28.6442887,Street Food,150.0,No,No,No,1,3.2,Orange,Average,6,"3627/1, Near Golcha Cinema, Daryaganj, New Delhi"
3149,Shree Jee Rasoi,1,New Delhi,77.2424889,28.62954592,North Indian,500.0,No,Yes,No,2,3.0,Orange,Average,33,"5, Pratap Bhawan, Near Passport Office, Bahadur Shaz Zafar Marg, ITO, Near Daryaganj, New Delhi"
3150,Taj Snacks,1,New Delhi,77.2404704,28.6428148,South Indian,200.0,No,No,No,1,3.0,Orange,Average,5,"3575, Netaji Subhash Marg, Daryaganj, New Delhi"
3151,Zaika,1,New Delhi,77.240526,28.6437016,North Indian,600.0,No,No,No,2,3.4,Orange,Average,159,"3615, Near Golcha Cinema, Daryaganj, New Delhi"
3152,Bagli's Kitchen,1,New Delhi,77.24076111,28.63814444,Parsi,500.0,No,No,No,2,3.7,Yellow,Good,85,"Bahadurshah Zafar Marg, Near, Daryaganj, New Delhi"
3153,Bhaja Govindam,1,New Delhi,77.2360697,28.6411412,North Indian,700.0,Yes,No,No,2,3.8,Yellow,Good,189,"Delite Cinema Building, Main Asaf Ali Road, Daryaganj, New Delhi"
3154,Changezi Chicken,1,New Delhi,77.2402908,28.6435145,North Indian,500.0,No,Yes,No,2,3.7,Yellow,Good,519,"3614, N.S.Marg, Daryaganj, New Delhi"
3155,Dilli Gate,1,New Delhi,77.2404704,28.6428148,North Indian,500.0,No,No,No,2,3.5,Yellow,Good,26,"3575/3576, Main Road, Near Sablok Clinic, Daryaganj, New Delhi"
3156,Jahangeer Foods,1,New Delhi,77.2404704,28.6482801,North Indian,600.0,No,No,No,2,3.8,Yellow,Good,124,"5034, Netaji Subhash Marg, Mahavir Vatika, Daryaganj, New Delhi"
3157,Moti Mahal,1,New Delhi,77.240201,28.6461938,North Indian,1100.0,Yes,No,No,3,3.6,Yellow,Good,711,"3703, Netaji Subhash Marg, Daryaganj, New Delhi"
3158,Nandlal Ka Dhaba,1,New Delhi,77.2436136,28.6450853,North Indian,500.0,No,No,No,2,3.6,Yellow,Good,109,"4701/2, Ansari Road, Daryaganj, New Delhi"
3159,Sugandh,1,New Delhi,77.2436136,28.6451749,North Indian,400.0,No,No,No,1,3.7,Yellow,Good,57,"4702/21, Ansari Road, Daryaganj, New Delhi"
3160,Suvidha Vegetarian,1,New Delhi,77.2398417,28.6437405,North Indian,350.0,No,No,No,1,3.6,Yellow,Good,88,"3058, Near Golcha Cinema, Netaji Subhash Marg, Daryaganj, New Delhi"
3161,Anupam Jalpan,1,New Delhi,77.2436136,28.6450853,North Indian,200.0,No,No,No,1,0.0,White,Not rated,0,"Ansari Road, Daryaganj, New Delhi"
3163,Cafe Coffee Day,1,New Delhi,0.0,0.0,Cafe,450.0,No,No,No,1,0.0,White,Not rated,0,"MBD House, Gulab Bhavan, 6 Bhadurshah Zafar Marg, Daryaganj, New Delhi"
3164,Delhi 6 Foods,1,New Delhi,0.0,0.0,North Indian,300.0,No,No,No,1,0.0,White,Not rated,0,"3787, Netaji Subhash Marg, Daryaganj, New Delhi"
3165,Fry Centre,1,New Delhi,77.2404428,28.6482292,North Indian,200.0,No,No,No,1,0.0,White,Not rated,0,"5035, Netaji Subhash Marg, Daryaganj, New Delhi"
3166,Hilal Hotel Nihari,1,New Delhi,0.0,0.0,Mughlai,400.0,No,No,No,1,0.0,White,Not rated,0,"Gali Madarsa Hussain Baksh, Matia Mahal, Daryaganj, New Delhi"
3167,Iqbal's Mughal Cuisine,1,New Delhi,77.2414133,28.6444725,North Indian,500.0,No,No,No,2,0.0,White,Not rated,0,"5051, Netaji Subhash Marg, Daryaganj, New Delhi"
3168,Kake Di Hatti Punjabi Khana,1,New Delhi,77.2357696,28.6413413,North Indian,200.0,No,No,No,1,0.0,White,Not rated,1,"Shop 13/2, Tikona Market, Katra Chobey Lal, Daryaganj, New Delhi"
3169,Kaushal Dhaba,1,New Delhi,77.2357105,28.6410173,North Indian,150.0,No,No,No,1,0.0,White,Not rated,0,"Opposite Delite Cinema, Asaf Ali Road, Daryaganj, New Delhi"
3170,Khan Foods,1,New Delhi,77.24033283,28.6439042,Mughlai,400.0,No,No,No,1,0.0,White,Not rated,0,"G 3663/72, Netaji Subhash Marg, Near Golcha Cinema, Daryaganj, New Delhi"
3171,Kumar Sweet House,1,New Delhi,77.2444219,28.6452519,Mithai,150.0,No,No,No,1,0.0,White,Not rated,1,"5, Gandhi Market, Minto Road, Daryaganj, New Delhi"
3172,Negi Restaurant,1,New Delhi,77.2400213,28.6411593,North Indian,150.0,No,No,No,1,0.0,White,Not rated,0,"3454, Near Mother Dairy, Daryaganj, New Delhi"
3173,Old Delhi Food Factory,1,New Delhi,77.243883,28.6449318,Mughlai,500.0,No,No,No,2,0.0,White,Not rated,3,"Turkman Gate, Daryaganj, New Delhi"
3175,R.P.W Pizza,1,New Delhi,77.2419072,28.644762,Pizza,300.0,No,No,No,1,0.0,White,Not rated,3,"Shop 7, Dayanand Marg Fruit Market, Daryaganj, New Delhi"
3176,Rajdhani Restaurant,1,New Delhi,77.2402908,28.6451272,North Indian,400.0,No,No,No,1,0.0,White,Not rated,0,"Netaji Subhash Marg, Near Golcha Cinema, Daryaganj, New Delhi"
3177,Roll's World,1,New Delhi,77.2358133,28.6413034,Fast Food,200.0,No,No,No,1,0.0,White,Not rated,0,"Opposite Delite Cinema, Asaf Ali Road, Daryaganj, New Delhi"
3179,Taj Chicken Point,1,New Delhi,0.0,0.0,North Indian,400.0,No,No,No,1,0.0,White,Not rated,0,"1205,   Behind Delite Cinema, Daryaganj, New Delhi Daryaganj"
3180,Domino's Pizza,1,New Delhi,77.2402141,28.6440556,Pizza,700.0,No,No,No,2,2.3,Red,Poor,32,"Ground Floor, E-23, Netaji Subhash Marg, Opposite Golcha Cinema, Daryaganj, New Delhi"
3181,Delhi 6 - Royal Cuisine Of The Walled City,1,New Delhi,77.2400213,28.6480581,Mughlai,500.0,No,No,No,2,4.1,Green,Very Good,271,"Daryaganj, New Delhi"
3182,Food Hub,1,New Delhi,77.2038911,28.5419032,Bakery,150.0,No,No,No,1,3.0,Orange,Average,4,"DDA Market, Kalu Sarai, Hauz Khas, New Delhi"
3183,RR China Tawun,1,New Delhi,77.204111,28.5417882,Chinese,250.0,No,No,No,1,0.0,White,Not rated,1,"DDA Market, Kalu Sarai, Hauz Khas, New Delhi"
3184,Aka Saka,1,New Delhi,77.2304115,28.5730331,Chinese,1200.0,Yes,No,No,3,3.3,Orange,Average,176,"28, Main Market, Defence Colony, New Delhi"
3186,Barista,1,New Delhi,77.230142,28.5735453,Cafe,650.0,No,Yes,No,2,3.3,Orange,Average,73,"15, Gyandeep, Main Market, Defence Colony, New Delhi"
3187,Cafe 1 Fast Food,1,New Delhi,77.2296031,28.573494,Fast Food,200.0,No,No,No,1,3.0,Orange,Average,12,"A-1, Defence Colony, New Delhi"
3188,Cake Central - Premier Cake Design Studio,1,New Delhi,0.0,0.0,Bakery,300.0,No,No,No,1,3.4,Orange,Average,13,"D  Block, Defence Colony, New Delhi"
3189,Chawla's Tandoori Junction,1,New Delhi,77.2385256,28.57750982,North Indian,600.0,No,No,No,2,3.3,Orange,Average,33,"Shop 25,27 & 29, Defence Colony Flyover Market, Defence Colony, New Delhi"
3190,Chawnsan Chef,1,New Delhi,77.2388538,28.5780492,Mughlai,700.0,No,Yes,No,2,3.4,Orange,Average,104,"108 & 126, Flyover Market, Defence Colony, New Delhi"
3191,Choco Kraft,1,New Delhi,77.238315,28.5774602,Bakery,300.0,No,Yes,No,1,3.2,Orange,Average,12,"A-24, Defence Colony, New Delhi"
3192,Colonel's Kababz,1,New Delhi,77.2305911,28.5740362,North Indian,900.0,Yes,No,No,2,3.2,Orange,Average,600,"29, Defence Colony Market, Defence Colony, New Delhi"
3193,Confectionately Seerat's,1,New Delhi,77.2318151,28.5765207,Bakery,600.0,No,No,No,2,3.2,Orange,Average,13,"A 446, Ground Floor, Defence Colony, New Delhi"
3194,Country Curries,1,New Delhi,77.23840289,28.57825443,North Indian,700.0,No,Yes,No,2,2.7,Orange,Average,8,"136, Defence Colony Flyover Market, Defence Colony, New Delhi"
3195,Domino's Pizza,1,New Delhi,77.233061,28.5661594,Pizza,700.0,No,No,No,2,2.5,Orange,Average,78,"A-1, DDA Shopping Complex, Near Moolchand Flyover, Defence Colony, New Delhi"
3196,Duggal's Rasoi,1,New Delhi,77.2384946,28.5780151,North Indian,600.0,No,No,No,2,3.4,Orange,Average,35,"125, Flyover Market, Defence Colony, New Delhi"
3197,Firefly India,1,New Delhi,77.234004,28.5728373,Bakery,500.0,No,No,No,2,3.4,Orange,Average,16,"2nd Floor, C-180, Defence Colony, New Delhi"
3198,Fluffles - The Fluffy Waffle Co.,1,New Delhi,77.230527,28.573371,Desserts,300.0,No,Yes,No,1,2.5,Orange,Average,7,"Ground Floor, Building 47, Defence Colony Main Market, Defence Colony, New Delhi"
3199,Giani's,1,New Delhi,77.2305911,28.5734984,Ice Cream,400.0,No,Yes,No,1,2.8,Orange,Average,26,"Shop 41, Defence Colony, New Delhi"
3200,Giani,1,New Delhi,77.2298726,28.5744159,Ice Cream,400.0,No,Yes,No,1,3.3,Orange,Average,29,"MCD Booth, Near Mother Dairy, Defence Colony Market, Defence Colony, New Delhi"
3201,Green Chick Chop,1,New Delhi,77.238315,28.5773705,Raw Meats,350.0,No,No,No,1,2.7,Orange,Average,16,"13-15, Fly Over Market, Defence Colony, New Delhi"
3202,Gulshan Fish & Chicken Fry,1,New Delhi,77.2239446,28.5701766,North Indian,450.0,No,No,No,1,3.2,Orange,Average,14,"1549, Ground Floor, Gurudwara Road, Kotla Mubarakpur, Defence Colony, New Delhi"
3203,Kitchen22,1,New Delhi,77.2305013,28.5731313,Fast Food,500.0,No,No,No,2,3.1,Orange,Average,9,"Defence Colony, New Delhi"
3204,La Chocoallure,1,New Delhi,77.23718248,28.57345367,Desserts,250.0,No,No,No,1,2.9,Orange,Average,7,"D-23, Defence Colony, New Delhi"
3205,Little Dragon,1,New Delhi,77.2298726,28.574147,Fast Food,300.0,No,No,No,1,2.9,Orange,Average,102,"Main Market, Near Mother Dairy, Defence Colony Market, Defence Colony, New Delhi"
3206,Maddi Sweet Centre,1,New Delhi,77.2269086,28.5748508,Mithai,150.0,No,No,No,1,3.2,Orange,Average,22,"150/8, Sukhdev Market, Kotla Mubarakpur, Defence Colony, New Delhi"
3207,Man Vs Food The Kitchen,1,New Delhi,77.238347,28.576813,North Indian,600.0,No,Yes,No,2,3.1,Orange,Average,9,"Shop 125, Defence Colony Flyover Complex, Defence Colony, New Delhi"
3208,MB's,1,New Delhi,77.2302318,28.5735538,Continental,1600.0,Yes,No,No,3,3.1,Orange,Average,128,"37, Defence Colony Market, Defence Colony, New Delhi"
3209,Moet's Sizzlers,1,New Delhi,77.2304115,28.5731228,Continental,1600.0,No,No,No,3,3.0,Orange,Average,496,"27, Defence Colony Market, Defence Colony, New Delhi"
3210,Oberoi's,1,New Delhi,77.23895844,28.57772917,North Indian,450.0,No,No,No,1,3.2,Orange,Average,8,"85, Flyover Market, Defence Colony, New Delhi"
3211,Punjabee's Darbar,1,New Delhi,77.2387472,28.578638,North Indian,550.0,No,Yes,No,2,3.3,Orange,Average,19,"150, Defence Colony, New Delhi"
3212,Qureshi's Kabab Corner,1,New Delhi,77.238764,28.5783096,North Indian,600.0,No,No,No,2,3.4,Orange,Average,35,"82, Flyover Market, Defence Colony, New Delhi"
3213,Saleem's Restaurant,1,New Delhi,77.2382701,28.5777696,North Indian,600.0,No,Yes,No,2,3.2,Orange,Average,53,"39, Flyover Market, Defence Colony, New Delhi"
3214,Suri Saab Restaurant,1,New Delhi,77.2386742,28.5785699,North Indian,600.0,No,Yes,No,2,3.0,Orange,Average,39,"159, Defence Colony Flyover Market, Defence Colony, New Delhi"
3215,The Sweet Boutique,1,New Delhi,77.23684,28.572495,Bakery,300.0,No,No,No,1,3.3,Orange,Average,25,"D-30, 3rd Floor, Defence Colony, New Delhi"
3216,Tibb's Frankie,1,New Delhi,77.2298726,28.5739678,Fast Food,300.0,No,No,No,1,3.2,Orange,Average,28,"29, Defence Colony Market, Defence Colony, New Delhi"
3217,Veg Ex,1,New Delhi,77.2384048,28.5780065,North Indian,500.0,No,Yes,No,2,3.4,Orange,Average,44,"Flyover Market, Defence Colony, New Delhi"
3218,Zaaika Junction,1,New Delhi,77.2283618,28.5735915,North Indian,500.0,No,Yes,No,2,2.6,Orange,Average,56,"805, Arjun Nagar, Opposite Defence Colony, Defence Colony, New Delhi"
3219,28 Capri Italy,1,New Delhi,77.2302768,28.5727962,Italian,1500.0,Yes,Yes,No,3,3.9,Yellow,Good,245,"28-A, Defence Colony Market, Defence Colony, New Delhi"
3220,4S Chinese Restaurant,1,New Delhi,77.2304115,28.5731228,Chinese,700.0,No,No,No,2,3.5,Yellow,Good,215,"A-26, Defence Colony Market, Defence Colony, New Delhi"
3221,Amici Cafe,1,New Delhi,77.2302318,28.5735538,Cafe,1200.0,Yes,Yes,No,3,3.6,Yellow,Good,386,"8, Defence Colony Market, Defence Colony, New Delhi"
3222,Angels in my Kitchen,1,New Delhi,77.2304115,28.5738398,Bakery,350.0,No,Yes,No,1,3.8,Yellow,Good,460,"Shop 31, Defence Colony Market, Defence Colony, New Delhi"
3223,Arabian Delites,1,New Delhi,77.2381221,28.5776478,Lebanese,600.0,No,Yes,No,2,3.6,Yellow,Good,146,"23, Flyover Market, Defence Colony, New Delhi"
3224,Baskin Robbins,1,New Delhi,77.2299624,28.574066,Ice Cream,300.0,No,No,No,1,3.7,Yellow,Good,55,"A-1, Defence Colony Market, Defence Colony, New Delhi"
3225,Cafe Brown Sugar,1,New Delhi,77.2303217,28.5737416,Cafe,1000.0,No,Yes,No,3,3.7,Yellow,Good,390,"36, 1st Floor, Main Market, Defence Colony, New Delhi"
3226,Chakhnaa Wala,1,New Delhi,77.2385416,28.5783289,Mughlai,400.0,No,Yes,No,1,3.5,Yellow,Good,15,"Shop 145, Flyover Market, Defence Colony, New Delhi"
3227,Cocoberry,1,New Delhi,77.2302318,28.5735538,Desserts,300.0,No,Yes,No,1,3.6,Yellow,Good,130,"32, Defence Colony Market, Defence Colony, New Delhi"
3228,Concept,1,New Delhi,77.2388538,28.5782285,North Indian,600.0,No,No,No,2,3.9,Yellow,Good,301,"142, Flyover Market, Defence Colony, New Delhi"
3229,Deez Biryani & Kebabs,1,New Delhi,77.2386742,28.5778529,Biryani,800.0,Yes,Yes,No,2,3.7,Yellow,Good,338,"91-93, Flyover Market, Defence Colony, New Delhi"
3230,Def Col Social,1,New Delhi,77.2304115,28.5729435,Continental,1600.0,Yes,Yes,No,3,3.9,Yellow,Good,798,"28-A, Defence Colony Market, Defence Colony, New Delhi"
3231,D�_ner Grill,1,New Delhi,77.2304115,28.5731228,Fast Food,900.0,No,Yes,No,2,3.8,Yellow,Good,192,"Building 47, Ground Floor, Defence Colony Main Market, Defence Colony, New Delhi"
3232,Hong Kong Express,1,New Delhi,77.238764,28.5783992,Chinese,700.0,No,Yes,No,2,3.8,Yellow,Good,196,"127, Flyover Market, Defence Colony, New Delhi"
3233,Kent's Fast Food,1,New Delhi,77.2302318,28.5736434,Burger,500.0,No,Yes,No,2,3.7,Yellow,Good,766,"29, Defence Colony Market, Defence Colony, New Delhi"
